Brand,Model,Year,Price,Color,Mileage,Transmission,Fuel_Type,Date_Sold,Buyer_Name,City,Dealership_ID,Cost,Profit,Customer_Email,Customer_Phone
Honda,Civic,2000,36561.84,Black,49677.5,unknown,Petrol,09-04-2025,Karen Anderson,Reedberg,D0023,33016.05092,3545.78908,gduncan@camacho.com,001-608-280-2282x32025
Hyundai,Tucson,2001,38066.67,Black,134474.2,Automatic,Hybrid,19-01-2025,Jose Kelley Jr.,Rodriguezport,D0012,34499.93124,3566.738763,zhill@baird.biz,
BMW,X5,2002,56953.34,Grey,133639.2,Manual,Petrol,19-09-2022,Morgan Chen,Melanieton,D0020,51187.6404,5765.699601,glasseric@gmail.com,001-756-140-6651x129
Hyundai,Sonata,2000,42022.4,Grey,22808.2,Manual,Diesel,24-09-2023,Jordan Short,Debramouth,D0005,32816.66656,9205.733438,vhale@duncan-watkins.com,-1346
Ford,Focus,2008,15967.27,Blue,134999.4,Automatic,Hybrid,04-03-2025,Jennifer Sanders MD,Lake Melvinberg,D0037,14231.60314,1735.666864,,8078059684
Hyundai,Tucson,2012,35079.23,Silver,131216.9,Manual,Petrol,03-07-2024,Brenda Robinson,North Devinmouth,D0038,25810.95855,9268.271451,ohoffman@gmail,(606)593-6065x5052
Honda,CR-V,2024,17049.33,White,132146.7,Automatic,Hybrid,13-06-2023,Joel Stone,Lake Wandamouth,D0030,14737.93591,2311.39409,samuel20@hotmail.com,
Mercedes,C-Class,2020,65838.01,Grey,138562.9,Manual,Diesel,15-04-2022,Jennifer Parker,Lake Kathleenton,D0009,56646.50643,9191.503573,taylorjustin@king.org,(107)810-5043x1334
Volkswagen,Tiguan,2010,16809.79,Red,33222.7,Automatic,Petrol,16-12-2020,Todd Young,Samanthaburgh,D0034,11874.30874,4935.481262,wintersdaniel@gibson-ponce.com,+1-033-888-7912x1665
BMW,X5,2020,34646.16,Black,98587.9,Automatic,Petrol,26-03-2024,Melissa Hunter,Nicholasbury,D0044,31077.34683,3568.813169,alexisperez@yahoo.com,836-618-4769x27730
Kia,Optima,2009,42205.73,Silver,92777.1,Manual,Petrol,30-07-2022,James Chan,Port Lisa,D0035,39074.57241,3131.157588,gschmidt@yahoo.com,(779)366-7441x4296
Mercedes,C-Class,2000,31435.89,Black,66373.3,Automatic,Hybrid,05-01-2025,Alexandra White,Brandonborough,D0022,24106.73232,7329.15768,tmiddleton@yahoo.com,5576243033
Kia,Optima,2002,12144.15,Grey,115259.4,Manual,Diesel,31-01-2024,Caleb Thornton,Davidside,D0044,10967.3537,1176.796297,kevinpadilla@hotmail.com,729-531-0600x48442
Toyota,Corolla,2011,27734.7,Blue,108158.2,Manual,Hybrid,17-04-2025,Richard King,Meghanton,D0024,19985.66623,7749.033773,danieljones@maxwell.com,+1-086-737-0127x12043
Nissan,Rogue,2017,59632.24,Black,124286.2,Manual,Electric,11-11-2021,Kevin Martin,Jonesborough,D0017,50686.92483,8945.315171,larrymckay@hudson.com,018.926.2816x2805
BMW,X5,2007,24980.45,Black,158185.1,Manual,Petrol,21-06-2021,Brian Anderson,Campbellfurt,D0010,20519.23431,4461.215691,phyllismitchell@owen.com,(036)879-6681
BMW,X3,2018,34307.88,Blue,117109.4,Manual,Hybrid,09-10-2020,Kelli Bennett,Gonzalezton,D0030,28697.88577,5609.994233,ncollins@yahoo.com,001-641-916-9033
Toyota,RAV4,2010,37532.78,Blue,123060.6,Manual,Diesel,27-08-2021,Sara Hill,Port Carlostown,D0046,34963.71002,2569.069981,cgarrison@higgins.com,(004)625-4479
BMW,X1,2007,15250.07,Red,199552.7,Manual,Diesel,03-01-2022,Tanya Wall,Schwartzport,D0023,13996.95363,1253.116372,keithbautista@hotmail.com,607.713.9874
Nissan,Altima,2006,23659.25,Grey,157952,Manual,Electric,22-08-2021,Jason Crawford,West Brittneyside,D0032,21205.09763,2454.152371,hharvey@hotmail.com,(697)879-0833x8374
BMW,X5,2013,60136.68,White,186135.6,Automatic,Diesel,08-03-2025,Michael Cook,Jonesport,D0017,46210.50514,13926.17486,tracyhaynes@hotmail.com,896.137.5321
Honda,Civic,2023,61145.34,Black,172402,Manual,Hybrid,12-05-2024,Robert Flores,Hardyport,D0050,56740.10302,4405.236983,kenneth04@gmail.com,049-850-8809x687
Hyundai,Elantra,2018,44616.46,Red,55912.8,Manual,Electric,23-09-2020,Ryan Wilson,West Carol,D0017,32319.13402,12297.32598,thompsonmichael@ellis.com,+1-560-328-6933x951
Nissan,Altima,2001,62526.17,Black,178598.5,Automatic,Hybrid,12-07-2024,Evan Hamilton,Williamsland,D0014,57107.17092,5418.999085,josephwhite@gmail,384.579.8522x3768
Ford,Fusion,2013,18514.3,Red,8649.7,Automatic,Hybrid,24-12-2020,Steven Alvarez,Port Sandy,D0009,14478.92351,4035.376493,louisdavis@aguilar.com,381-923-7328
Nissan,Sentra,2001,40890.98,Grey,66189.6,Automatic,Electric,09-04-2021,Kenneth Mcintyre,Peterland,D0040,29173.38663,11717.59337,iherring@yahoo.com,0016871009061x648
Kia,Optima,2009,9186.73,Black,41723.1,Automatic,Electric,09-09-2020,Mark Robles,North Erikatown,D0002,7968.011472,1218.718528,kmoran@hotmail.com,962-644-5527
Toyota,Corolla,2005,57979.34,Silver,189142.4,Manual,Hybrid,25-06-2024,Cody Baldwin,Fisherberg,D0045,43937.9024,14041.4376,curtiskenneth@jones.org,(575)447-1459x973
Chevrolet,Malibu,2016,,,159675.5,Automatic,Diesel,17-09-2023,Jason Ramirez,Port Loriside,D0025,,,angela52@yahoo.com,781.627.4770
Toyota,Corolla,2006,21486.53,White,90989.8,Automatic,Hybrid,01-04-2021,Tyrone Wise,Austinhaven,D0039,16684.5439,4801.986095,susanbennett@carter.com,479.570.6747x601
Volkswagen,Tiguan,2011,53808.74,Black,53579.1,Automatic,Diesel,15-07-2024,Jessica Ward,Port Leah,D0009,38522.81727,15285.92273,thompsonrebecca@gonzalez.com,0015505315864x26130
Volkswagen,Tiguan,2024,21790.48,White,38272.3,Automatic,Diesel,16-09-2021,Natalie Carpenter,Ruizside,D0022,16218.25737,5572.222627,,+1-861-929-0938x733
Volkswagen,Tiguan,2024,6065.06,White,144951.4,Automatic,Diesel,04-12-2020,Jennifer Larsen,Kellyhaven,D0043,4253.335037,1811.724963,kmartin@yahoo.com,7162761720
BMW,X5,2017,35067.05,Red,167180.9,Manual,Hybrid,26-06-2024,Richard Cook,Ellenmouth,D0046,28451.73449,6615.315513,colliermichael@gmail,(390)5878236
BMW,X1,2012,28384.45,Silver,49341.1,Manual,Diesel,25-11-2024,Marilyn Morrison,Castroton,D0004,20467.00064,7917.449363,obarron@forbes.com,
Mercedes,GLA,2001,57173.19,Silver,157478.5,Manual,Hybrid,26-03-2024,Malik Wood,Lake William,D0026,49778.58977,7394.600227,tholloway@saunders-vaughan.com,001-824-650-4398
Chevrolet,Impala,2007,45768.07,White,116813.7,Automatic,Diesel,04-08-2021,Theodore Owens,Melindaberg,D0029,34733.64979,11034.42021,isaac27@gmail.com,941-215-3193x3008
Chevrolet,Equinox,2011,68863.81,Silver,86106.1,Automatic,Petrol,04-12-2023,Cheryl Rice,Sullivanstad,D0045,64449.19464,4414.615356,ostevenson@dean.com,500-994-7488
Chevrolet,Equinox,2004,27913.92,Silver,194466.8,Manual,Electric,07-09-2024,Jenna Johnson,Rodneybury,D0034,25619.75606,2294.163943,luiswilkinson@hotmail.com,001-672-133-2450x860
Ford,Fusion,2012,53648.49,Blue,47960.8,Manual,Diesel,02-02-2023,Angela Thomas,Lake Kendra,D0023,41435.95974,12212.53026,heather56@hernandez-jones.biz,(552)1921558x4967
Mercedes,GLA,2008,43421.67,Grey,,Automatic,Diesel,22-05-2021,Joshua Garcia,North Savannah,D0037,38897.29975,4524.370247,bryanortiz@gmail.com,774-473-4815
Kia,Rio,2009,37643.22,Silver,,Manual,Petrol,05-08-2023,Jay Morrison,East Gregg,D0011,33909.43517,3733.784835,yharris@bryan.net,-8295
Nissan,Rogue,2011,9639.14,Black,41946,Manual,Hybrid,08-02-2023,Leah Green,North Arthurborough,D0006,9124.802994,514.3370061,djones@yahoo.com,349.787.6144x61920
Volkswagen,Tiguan,2010,31917.46,Black,41072.4,Manual,Hybrid,17-08-2024,Christina Knight,Garyhaven,D0018,27112.60547,4804.854533,morganallen@osborne-oneal.net,
Hyundai,Sonata,2017,10441.47,Silver,31095.1,Manual,Diesel,12-01-2023,Jennifer Owens,Weberberg,D0021,7522.98969,2918.48031,walkeremily@wood-cohen.net,812.120.8509
Chevrolet,Malibu,2004,43441.8,Black,152702.9,Manual,Diesel,11-07-2024,Joe Mcbride,Port Michaelhaven,D0042,37434.20338,6007.596617,philiphill@hotmail.com,+1-046-280-6297x4178
BMW,X5,2024,67007.1,Red,89135.6,Automatic,Electric,06-12-2023,Nicole Higgins,Karenland,D0036,57374.49012,9632.609876,bergerchris@gmail,+1-840-233-7744x49037
Honda,Civic,2020,39990.14,Red,13503.8,Automatic,Diesel,26-06-2023,Daniel Taylor,Gallegosbury,D0041,34375.03024,5615.10976,lozanochristopher@gmail.com,-6483
Honda,Accord,2023,24244.71,Grey,182780.8,Automatic,Electric,06-08-2024,Jonathan Thomas,South Timothy,D0038,18832.96129,5411.748708,diana28@hotmail.com,347-869-2606x734
Toyota,COROLLA,2024,42885.19,Silver,68709.7,Automatic,Hybrid,06-06-2022,Maria Livingston,West Chaseview,D0034,39236.51359,3648.676414,dpeterson@henry.biz,+1-535-104-5734x7254
Ford,Escape,2016,64511.81,White,91237.6,Manual,Diesel,15-09-2021,Rebecca Evans,Angelamouth,D0017,60632.58879,3879.221208,,6501806719
Hyundai,Tucson,2009,55379.6,Red,121179.7,Automatic,Diesel,07-08-2020,Elizabeth Mullins,New Brenda,D0037,41779.92797,13599.67203,sheriroth@hernandez-mckee.info,(846)583-9749
Honda,Civic,2005,6112,Grey,17472.9,Manual,Diesel,10-03-2023,Tim Long,Kimberlyland,D0025,4413.096498,1698.903502,richardmurray@hotmail.com,001-284-149-5549x2861
Volkswagen,Tiguan,2003,10853.09,Silver,92070.1,Manual,Electric,21-02-2023,Lisa Morris,Christinaland,D0038,8124.989556,2728.100444,cgray@delgado-mann.com,+1-258-142-7472x972
Toyota,Corolla,2007,61886.92,White,84915.2,Automatic,Petrol,25-04-2023,Heather Webb,Kellychester,D0012,56016.20515,5870.714851,sherry16@yahoo.com,414.174.2275
Chevrolet,Malibu,2000,25914.76,Red,68694.3,Automatic,Electric,20-11-2022,Olivia Jones,North Caitlinland,D0023,22524.10283,3390.657171,sierrabishop@gmail.com,873-473-1592
Ford,Fusion,2019,16109.55,Silver,154624.7,Automatic,Petrol,27-02-2023,Jesse Carrillo,Phillipshire,D0042,13838.29412,2271.255884,kelleyjason@bonilla-atkinson.com,+19814213234x33440
Chevrolet,Malibu,2017,69541.32,Blue,176992.8,Manual,Diesel,18-07-2021,David Armstrong,Robertsonbury,D0022,55664.23025,13877.08975,leechristy@gmail.com,001-400-188-5567x4379
Nissan,Altima,2005,30847.21,,53327.3,Manual,Petrol,22-04-2023,Harry Berry,Freystad,D0021,26049.1422,4798.067805,nataliefreeman@moses-cohen.biz,001-667-325-8153
Volkswagen,Golf,2003,48746.75,Silver,147562.5,Automatic,Electric,12-07-2020,Rebecca Alexander,South Stanley,D0027,37874.69075,10872.05925,esmith@gmail,001-103-824-9076x7475
Toyota,Camry,2015,37045.54,Red,131875.3,Manual,Electric,06-09-2022,Michael Hess,Toddton,D0031,30351.41166,6694.128342,john24@yahoo.com,
BMW,X1,2024,9878.92,Blue,96082.3,Manual,Hybrid,14-05-2024,Jacqueline Franklin MD,Jasminestad,D0006,8873.895553,1005.024447,curryashley@gmail,917530037
Nissan,Rogue,2007,40166.16,Black,,Manual,Diesel,09-02-2025,Mathew Grant,Diazchester,D0027,37969.48875,2196.671249,,001-585-978-9757x72698
Hyundai,Tucson,2012,54641.76,Silver,174626.1,Automatic,Diesel,22-11-2020,Jessica Smith,Margaretmouth,D0040,50987.44099,3654.319009,latoyabruce@hughes.com,903-239-6260
Mercedes,C-Class,2019,22733.87,White,127513.5,Automatic,Hybrid,04-08-2022,Nicole Jensen,Woodschester,D0034,21221.30574,1512.564264,margaretcarter@rodriguez.biz,072.093.9604x371
Ford,Escape,2013,32498.34,Black,17271.2,Manual,Hybrid,26-10-2021,Michelle Jones,Andersonview,D0012,26016.73892,6481.601077,cervantesmariah@rivera.com,2441652984
BMW,X5,2011,49562.96,Silver,60424.2,Manual,Petrol,04-08-2020,Jerry Stokes,Burnettburgh,D0045,40502.72552,9060.234476,regina32@gmail.com,3041789161
Chevrolet,Impala,2014,,Grey,71955.7,Manual,Petrol,04-02-2021,Kelly Kim,Port Cassandra,D0007,,,jenniferbrewer@hotmail.com,+1-941-686-0518x894
Volkswagen,Golf,2021,46600.63,White,175788.5,Manual,Diesel,10-08-2022,Derek Brown,Powersmouth,D0010,43364.12221,3236.507793,lawsonamber@rogers.com,426.652.9359x22646
Hyundai,SONATA,2017,44118.91,Red,8525.2,Automatic,Electric,25-03-2021,Christine Hill,West Sarah,D0045,32449.39499,11669.51501,michaelmaddox@fletcher-goodman.com,001-893-953-5390x089
Volkswagen,Tiguan,2006,61870.71,Red,69326.6,Manual,Diesel,24-08-2023,Cynthia Craig,South Kurt,D0017,48015.41203,13855.29797,xmiles@yahoo.com,(096)835-7060x323
Hyundai,Elantra,2000,14709.53,,158719,Automatic,Petrol,23-04-2022,Logan Garcia,Tracyfurt,D0026,10808.73491,3900.795091,ntorres@yahoo.com,256.350.7093
Volkswagen,Passat,2020,18214.87,Black,80543.5,Automatic,Electric,29-01-2021,Anna Lee,North Rachel,D0021,15537.32295,2677.547047,melissa27@gmail.com,608-992-6034x023
Hyundai,Sonata,2018,8366.11,White,183226.2,Automatic,Petrol,06-07-2024,Angela Nicholson,Angelamouth,D0028,6496.913958,1869.196042,robertcooper@hotmail.com,001-775-036-0826
Chevrolet,Impala,2011,62756.11,Red,14283.1,Manual,Electric,11-04-2023,Calvin Morris,Brownton,D0046,49045.59207,13710.51793,fordjenny@hotmail.com,(421)657-7058x64591
Mercedes,E-Class,2017,63655.15,White,164607.5,Manual,Diesel,03-01-2021,Lori Randall,Orozcoland,D0002,45687.14651,17968.00349,margaretfry@moran-nelson.com,(680)895-7467x55453
volkswagen,Tiguan,2013,61695.78,Blue,66508.1,Manual,Diesel,06-07-2023,Stephanie Logan,South Natalieside,D0043,48582.28122,13113.49878,,
BMW,X3,2000,21810.29,Black,98678.1,Manual,Electric,06-10-2021,Steven Sawyer,Hernandezbury,D0001,19970.02774,1840.262262,madisonross@gmail,856.039.8143x0470
Honda,Civic,2017,19639.57,Red,100374.3,Automatic,Diesel,04-02-2024,Joshua Jones,Carrilloville,D0036,14892.06145,4747.508549,david60@henderson-bush.net,
Toyota,Corolla,2023,21193.9,Blue,133390.3,Automatic,Petrol,19-12-2022,Julie Cross,South Michelle,D0026,18519.16341,2674.73659,billy45@hotmail.com,728-346-7424x3300
Kia,Rio,2013,55206.06,Silver,130294.9,Automatic,Electric,06-10-2024,April Powell,New William,D0029,47334.06705,7871.992953,dlee@gmail,(144)350-8485x1527
Ford,Escape,2011,14096.3,Black,24773.6,Automatic,Electric,30-11-2023,John David,Williambury,D0021,12910.39452,1185.905479,jesse87@gmail,
Toyota,Camry,2009,43953.61,Black,92406.2,Manual,Electric,30-01-2025,Roger Garrett II,Bellside,D0011,32221.16021,11732.44979,margaretwright@yahoo.com,+1-484-899-6788x255
Nissan,Rogue,2023,60456.36,Black,26866.3,Manual,Petrol,21-04-2025,Anna Adams,Lake Ronaldfurt,D0040,57094.83464,3361.525356,,(690)270-0209x1246
Volkswagen,Golf,2001,26669.05,White,104556.3,Automatic,Diesel,03-06-2021,Mr. Joshua Wilson DVM,Michaelstad,D0011,22552.87312,4116.176877,jacquelinebarron@anthony.com,582-906-9661x55091
Nissan,Rogue,2005,32763.06,Red,105031.1,Automatic,Petrol,10-11-2023,Donna Lopez,Lake Elizabethtown,D0036,31087.83685,1675.223155,katrinabarrett@price-davis.com,001-841-171-9826x52277
Ford,Fusion,2021,9068.67,Blue,28834.3,Manual,Hybrid,14-05-2021,James Perry,Josephstad,D0049,8414.625562,654.0444377,christina05@douglas.com,(917)538-2730x83731
Nissan,Sentra,2003,38272.46,Red,74466.9,Manual,Diesel,28-04-2021,Manuel Ray,Port Joseph,D0039,28910.22473,9362.235266,lisa48@barnes.com,+1-459-037-2301x608
Ford,Escape,2012,43275.27,Red,197452.7,Automatic,Diesel,11-02-2025,Janet Wright,Alexisfort,D0040,30900.29554,12374.97446,rdaniels@yahoo.com,
BMW,X3,2001,44623.44,Silver,119238.3,Automatic,Petrol,01-12-2023,Sherry Wallace,North Darryl,D0035,34088.28194,10535.15806,johnhill@schmidt.info,+1-294-990-3171x5615
Chevrolet,Equinox,2022,27124.74,Red,142333,Manual,Electric,19-02-2021,Brandon Ramirez,Cardenaston,D0034,22564.8247,4559.915297,todd50@martin-williamson.com,+1-845-090-4130x12836
BMW,X5,2024,66045.6,Grey,124939.1,Manual,Electric,21-12-2020,Rachel Williams,East Amandaville,D0047,49065.21626,16980.38374,,948.717.9313x28150
Volkswagen,Passat,2024,38793.45,Silver,149670,Automatic,Diesel,06-11-2023,Chad Leon,Jamestown,D0024,28779.50031,10013.94969,jennifercruz@hotmail.com,2498717001
Honda,Civic,2009,39373.06,Blue,129663.1,Manual,Petrol,26-08-2024,Robert Ayala,Daviesstad,D0022,32114.57287,7258.487129,deleonstefanie@hotmail.com,890.363.9902
Mercedes,C-Class,2008,56662.33,Blue,87963.5,Automatic,Hybrid,09-02-2022,Sandy Sharp,Rodriguezberg,D0005,40134.89119,16527.43881,garciatanya@parker.com,563-176-3637
Mercedes,E-Class,2017,12415,Red,117733.8,Manual,Petrol,09-01-2022,Paul Turner MD,Irwinview,D0033,9068.810136,3346.189864,allison20@mckinney-terry.com,+13449004890x2644
Volkswagen,Tiguan,2005,59170.64,White,96262,Automatic,Electric,29-07-2022,Cheryl Murray,Allenshire,D0036,47571.1434,11599.4966,,(956)775-7448x9849
Mercedes,C-Class,2020,58888.83,Black,,Automatic,Hybrid,21-05-2024,Nathan Kidd,Elizabethborough,D0047,42151.59262,16737.23738,douglastaylor@gmail.com,001-426-843-0576x00394
Honda,Civic,2018,20673.52,Silver,20564.9,Automatic,Diesel,12-05-2022,Kristopher Davila,North Angelaville,D0020,16522.0449,4151.475101,dgordon@grant.com,001-299-127-6272x441
Hyundai,Elantra,2018,8839.6,,68977.6,Automatic,Petrol,14-09-2022,Robin Kim,North Carlland,D0019,7235.226447,1604.373553,simpsonchristopher@curtis-johnson.org,8127682375
Honda,Accord,2022,56679.86,Silver,101756.9,Manual,Hybrid,26-03-2024,Daniel Smith,West Linda,D0035,46070.33413,10609.52587,sergio40@powell.info,898.608.0484
Chevrolet,Malibu,2011,20729.64,Silver,16769,Automatic,Electric,20-02-2022,Holly Fields,North Jeffrey,D0043,19015.16847,1714.471527,rachaelcoleman@yahoo.com,246.512.8994
BMW,X3,2021,21010.17,Grey,70190.9,Manual,Hybrid,12-08-2024,George Smith,East Tinaton,D0017,17491.29457,3518.875427,phernandez@gmail,946-929-6937x30840
BMW,X1,2012,67173.72,Silver,13304.5,Automatic,Diesel,23-07-2024,Duane Taylor,South Mary,D0045,54880.60114,12293.11886,justindavis@hotmail.com,(179)822-1791
Hyundai,Sonata,2000,27302.5,Blue,62522.1,Automatic,Hybrid,12-01-2021,Susan Cox,Debraside,D0043,21915.09729,5387.402707,brownalison@gmail.com,775.730.8244
Volkswagen,Tiguan,2014,67328.48,Black,128748.2,Automatic,Electric,25-10-2022,Joshua Dunn,Lewisberg,D0034,60892.27082,6436.209182,george28@hoover.com,
Honda,Civic,2006,48503.12,,5238.4,Manual,Diesel,18-09-2021,Stephen Wu,Rhondamouth,D0009,44805.44347,3697.676532,weavertimothy@gonzalez-oneal.com,(646)3381422x554
Honda,Accord,2020,21845.6,Black,93391.1,Automatic,Electric,15-05-2023,Jennifer Snyder,Zavalaton,D0026,19951.81842,1893.781579,olsenjennifer@atkins-harrington.org,248008654
BMW,X5,2024,60936.63,Grey,172752.1,Automatic,Diesel,22-05-2021,Colleen Fuller,North Dominique,D0002,52916.55565,8020.074345,ejordan@gmail.com,1953807306
Mercedes,E-Class,2003,60619.11,Blue,167075.8,Manual,Hybrid,30-10-2023,Abigail Taylor,Moorefurt,D0009,44515.0637,16104.0463,jessica23@hotmail.com,(082)403-0955x05569
Nissan,Rogue,2003,56274.35,White,168633,Manual,Petrol,01-08-2021,Anna Smith,Annafurt,D0009,43287.21439,12987.13561,kevin54@harris.com,116.662.6067x264
Chevrolet,Equinox,2015,33807.19,Grey,75033.1,Automatic,Diesel,01-11-2021,Billy Ward,Alexahaven,D0040,24054.34869,9752.841314,crios@gmail.com,349.105.2154x092
Toyota,RAV4,2000,45474.76,Red,188705.5,Manual,Diesel,03-12-2023,Robin Morrison,East Brian,D0017,42414.58235,3060.177647,justinmay@hotmail.com,
Mercedes,E-Class,2005,,Black,18224.9,Automatic,Diesel,23-05-2021,Michael Johnson,Trevortown,D0001,,,vford@hall.info,897-371-6050
BMW,X1,2000,8678.81,Grey,101475.8,Manual,Petrol,10-03-2022,Kyle Russell,New Kevinborough,D0025,7694.552416,984.257584,williamstimothy@thomas.biz,111.579.8794x5478
Toyota,RAV4,2015,51448.15,Black,24264.2,Automatic,Diesel,07-12-2020,Nathan Lowe,Lake Isaiah,D0043,40021.1524,11426.9976,,001-416-474-6444x955
Hyundai,Sonata,2018,31446.8,Blue,39603.9,Automatic,Hybrid,10-09-2023,Amber Sanchez,South Timothy,D0040,28661.0343,2785.765704,,668-126-2015
Chevrolet,Malibu,2013,11479.12,Silver,166545.3,Automatic,Petrol,31-12-2022,Matthew Moon,Adamsstad,D0042,8780.388312,2698.731688,montgomerykimberly@hayes-rice.com,001-877-264-0272x4867
Ford,Escape,2012,34162.3,,38117.9,Automatic,Petrol,12-04-2021,Ashley Hunter,Lake Anthony,D0025,23927.64863,10234.65137,shannon57@lee-noble.org,185.245.4223x7762
Honda,CR-V,2011,17778.6,Silver,118761.5,Automatic,Electric,14-05-2025,Brenda Taylor,Aguilarville,D0039,14118.05276,3660.547237,judyallen@chavez-ford.com,256-287-1547x738
Volkswagen,Golf,2000,56904.45,Blue,124990.5,Automatic,Diesel,06-10-2020,Jessica Johnson,Port Elizabethfurt,D0035,47952.83204,8951.617961,patty23@hotmail.com,+1-932-973-6782x8475
Hyundai,Tucson,2001,53310.89,White,177496.9,Manual,Hybrid,18-10-2023,Emily Lee,West Jeremyland,D0003,43697.66851,9613.221494,jessica30@schultz-lewis.com,236-985-8419x6411
BMW,X5,2013,56502.57,White,,Automatic,Petrol,20-07-2021,Mary Mack,Vaughnbury,D0050,51729.1784,4773.391602,barryannette@white-lin.com,(855)593-5356
Chevrolet,Impala,2009,60693.86,Blue,,Automatic,Petrol,23-06-2022,Melissa Young,New Kimberlyside,D0037,44085.06542,16608.79458,kristinbush@gmail,-5607
Ford,Escape,2021,52477.65,Silver,57961.4,Manual,Hybrid,22-09-2020,Jill Brandt,North John,D0044,44000.19317,8477.45683,amanda89@taylor.com,001-655-569-7811
Mercedes,C-Class,2007,64991.7,White,,Manual,Electric,24-04-2023,Joshua Roach,Lake Micheal,D0044,53829.04,11162.66,john22@rodgers.com,(130)347-0850x0292
Mercedes,GLA,2017,27799.11,White,12225.8,Automatic,Petrol,23-05-2025,Dr. Richard Miranda,Lewischester,D0030,21414.99562,6384.114384,yroberts@costa.com,+1-536-343-2078x1396
Hyundai,Tucson,2012,69568.9,Grey,60679.5,Manual,Electric,29-11-2022,Jeffrey Jones,Matthewstad,D0038,62998.60634,6570.293665,hartwendy@hotmail.com,331-729-7696x635
Kia,Optima,2001,64010.55,Silver,107476.2,Manual,Hybrid,14-10-2022,Melissa Smith,North Lawrencebury,D0034,56854.94913,7155.600868,,020.631.0250x2999
Volkswagen,Golf,2018,7114.39,Black,125843.7,Automatic,Petrol,27-07-2022,Amanda Grant,Abbottberg,D0012,6283.534518,830.8554816,catherine08@yahoo.com,602.226.4697x87018
Chevrolet,Impala,2019,67526.6,Grey,29932.2,Automatic,Electric,15-11-2020,Rita Hayes,Grahamshire,D0019,62060.19475,5466.405249,moodyelizabeth@yahoo.com,(504)556-5468x0138
Nissan,Sentra,2003,19560.09,Silver,84992.6,unknown,Hybrid,03-08-2022,Alison Bennett,Andersonborough,D0037,17226.49596,2333.59404,richardwatson@yahoo.com,41065287
Kia,Sportage,2023,14644.99,Red,75059.5,unknown,Petrol,16-06-2021,Taylor Fernandez,Washingtonstad,D0044,11100.32135,3544.66865,oglass@hotmail.com,
BMW,X5,2022,69614.16,,51658.2,Automatic,Petrol,31-03-2024,Melissa Tapia,Montestown,D0049,61009.20087,8604.959125,kelligardner@gmail.com,001-839-651-1374x8973
Hyundai,Elantra,2000,42676.93,Red,79974.2,Automatic,Diesel,21-08-2022,Elizabeth Cannon,Johnsonbury,D0017,33156.80386,9520.126143,,965-268-9746x92573
Volkswagen,Tiguan,2014,53100.82,Silver,13722.2,Automatic,Electric,09-02-2021,Robert Russell,New Amybury,D0010,40385.49213,12715.32787,robert23@yahoo.com,001-970-455-2581x638
Kia,Optima,2012,20921.35,Red,9496.2,Manual,Diesel,03-04-2024,Alison Adams,Thomasburgh,D0049,15026.77843,5894.57157,ashley91@yahoo.com,001-612-301-2564
Honda,CR-V,2002,,Grey,122805.2,Manual,Electric,06-08-2022,Julie Ryan,Laurenstad,D0047,,,,
BMW,X5,2000,9446.88,Blue,,Automatic,Electric,05-11-2024,Harry Alexander,Davenportchester,D0012,8292.001192,1154.878808,ahicks@lindsey-bryant.com,001-009-065-0654x9494
Volkswagen,Tiguan,2008,61109.96,White,91115.3,Automatic,Petrol,19-10-2023,Jessica Walters,Williamburgh,D0016,46359.53543,14750.42457,valerienguyen@gmail.com,737-895-0859x43906
Nissan,Sentra,2022,37954.72,Blue,132260.6,Manual,Electric,30-06-2020,Megan Rodriguez,Sarahburgh,D0024,33678.92169,4275.798312,,
Honda,Accord,2008,,Blue,96176,Manual,Diesel,20-08-2023,Randy Anderson,Robertville,D0019,,,jasoncolon@gmail,+1-078-641-0631x58984
Honda,Civic,2019,11155.58,Silver,190331.5,Manual,Petrol,19-01-2024,William Vargas,Jamesview,D0008,8110.187419,3045.392581,amyherrera@rodriguez-garcia.biz,+1-435-727-9141x54535
Mercedes,GLA,2000,23646.21,White,27312.3,Automatic,Petrol,04-11-2024,Isaiah Thomas,West Zacharybury,D0031,17927.5907,5718.619299,stephanie98@santos.com,790.677.2652x174
Nissan,Sentra,2016,14316.08,Red,10776.8,Automatic,Diesel,10-12-2022,Teresa Shea,Williamsland,D0021,12706.45439,1609.625613,angelabanks@carroll.com,+1-072-343-0234x8152
Ford,Focus,2020,63789.21,Silver,144489.4,Automatic,Hybrid,28-05-2022,James Wright,Coxmouth,D0017,49030.08796,14759.12204,gmorrow@randall-bradford.com,(396)359-1148
BMW,X3,2012,52151.4,Black,132742.9,Automatic,Hybrid,24-03-2022,Kathleen Prince,Janicestad,D0023,44650.2552,7501.144803,markwiggins@gmail,860.537.4841x3065
Honda,Accord,2007,5444.83,White,145239.8,Automatic,Electric,31-07-2023,Gregory Wilson,North Victorville,D0037,3921.862351,1522.967649,kferguson@reese.com,
hyundai,Tucson,2005,15606.82,Black,152588.1,Automatic,Hybrid,27-08-2024,Mikayla Contreras,North Brittney,D0016,12689.13467,2917.685326,jessica31@gmail.com,001-991-014-5174x26082
Hyundai,Sonata,2022,55906.16,Blue,171905.5,Manual,Petrol,25-08-2022,Kathy Spencer,Burnsview,D0006,49464.25282,6441.907177,alexandermichael@gmail,001-232-484-2941
